,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
3810,144847,Apple Airpods Headphones,1,150,01/13/19 19:50,"18 14th St, San Francisco, CA 94016"
3811,144848,AAA Batteries (4-pack),2,2.99,01/29/19 18:45,"502 North St, Atlanta, GA 30301"
3812,144849,Apple Airpods Headphones,1,150,01/20/19 21:23,"781 Park St, Dallas, TX 75001"
3813,144850,Google Phone,1,600,01/02/19 21:10,"781 Park St, Boston, MA 02215"
3814,144850,USB-C Charging Cable,1,11.95,01/02/19 21:10,"781 Park St, Boston, MA 02215"
3815,144851,Apple Airpods Headphones,2,150,01/26/19 06:48,"238 North St, New York City, NY 10001"
3816,144851,USB-C Charging Cable,1,11.95,01/26/19 06:48,"238 North St, New York City, NY 10001"
3817,144852,AAA Batteries (4-pack),1,2.99,01/27/19 09:04,"694 West St, Portland, OR 97035"
3818,144853,Lightning Charging Cable,1,14.95,01/06/19 12:47,"727 12th St, New York City, NY 10001"
3819,144854,Bose SoundSport Headphones,1,99.99,01/03/19 21:00,"63 North St, Austin, TX 73301"
3820,144855,USB-C Charging Cable,1,11.95,01/16/19 16:23,"968 Jackson St, Boston, MA 02215"
3821,144856,27in 4K Gaming Monitor,1,389.99,01/01/19 18:53,"468 Chestnut St, Dallas, TX 75001"
3822,144857,20in Monitor,1,109.99,01/01/19 14:29,"654 6th St, Atlanta, GA 30301"
3823,144858,34in Ultrawide Monitor,1,379.99,01/01/19 14:29,"907 9th St, San Francisco, CA 94016"
3824,144859,AA Batteries (4-pack),1,3.84,01/30/19 21:14,"932 River St, Los Angeles, CA 90001"
3825,144860,USB-C Charging Cable,1,11.95,01/12/19 15:42,"188 Hill St, Boston, MA 02215"
3826,144861,AA Batteries (4-pack),1,3.84,01/25/19 15:32,"480 Willow St, Boston, MA 02215"
3827,144861,Lightning Charging Cable,1,14.95,01/25/19 15:32,"480 Willow St, Boston, MA 02215"
3828,144862,LG Dryer,1,600.0,01/18/19 20:13,"25 Church St, San Francisco, CA 94016"
3829,144863,Wired Headphones,1,11.99,01/27/19 19:24,"936 Dogwood St, Dallas, TX 75001"
3830,144864,Apple Airpods Headphones,1,150,01/01/19 17:05,"67 2nd St, Dallas, TX 75001"
3831,144865,Lightning Charging Cable,1,14.95,01/28/19 09:23,"486 Sunset St, New York City, NY 10001"
3832,144866,iPhone,1,700,01/02/19 17:58,"166 Willow St, Dallas, TX 75001"
3833,144866,Lightning Charging Cable,1,14.95,01/02/19 17:58,"166 Willow St, Dallas, TX 75001"
3834,144867,Flatscreen TV,1,300,01/16/19 13:45,"867 Hill St, Portland, OR 97035"
3835,144868,AA Batteries (4-pack),1,3.84,01/01/19 18:03,"565 Hill St, Boston, MA 02215"
3836,144869,iPhone,1,700,01/25/19 15:16,"718 Cherry St, New York City, NY 10001"
3837,144870,Google Phone,1,600,01/26/19 15:10,"346 1st St, Portland, OR 97035"
3838,144871,Flatscreen TV,1,300,01/13/19 12:07,"440 Park St, Los Angeles, CA 90001"
3839,144872,Lightning Charging Cable,1,14.95,01/27/19 18:03,"207 7th St, Los Angeles, CA 90001"
3840,144873,USB-C Charging Cable,1,11.95,01/15/19 16:03,"775 Lincoln St, Los Angeles, CA 90001"
3841,144874,USB-C Charging Cable,1,11.95,01/26/19 14:29,"463 Maple St, Boston, MA 02215"
3842,144875,USB-C Charging Cable,1,11.95,01/28/19 14:51,"197 Pine St, Dallas, TX 75001"
3843,144876,Bose SoundSport Headphones,1,99.99,01/09/19 10:31,"825 Lakeview St, Austin, TX 73301"
3844,144877,iPhone,1,700,01/24/19 09:35,"588 Meadow St, Seattle, WA 98101"
3845,144878,AAA Batteries (4-pack),2,2.99,01/08/19 17:29,"698 Johnson St, Boston, MA 02215"
3846,144879,USB-C Charging Cable,1,11.95,01/18/19 12:51,"249 River St, New York City, NY 10001"
3847,144880,AA Batteries (4-pack),1,3.84,01/15/19 19:59,"779 Johnson St, Boston, MA 02215"
3848,144881,AA Batteries (4-pack),1,3.84,01/21/19 07:04,"131 14th St, Portland, OR 97035"
3849,144882,AA Batteries (4-pack),1,3.84,01/08/19 18:20,"568 2nd St, San Francisco, CA 94016"
3850,144883,AA Batteries (4-pack),2,3.84,01/20/19 22:35,"298 Jackson St, New York City, NY 10001"
3851,144884,20in Monitor,1,109.99,01/22/19 19:05,"263 Hickory St, Austin, TX 73301"
3852,144884,Wired Headphones,1,11.99,01/22/19 19:05,"263 Hickory St, Austin, TX 73301"
3853,144885,Lightning Charging Cable,1,14.95,01/06/19 18:16,"139 Meadow St, San Francisco, CA 94016"
3854,144886,Lightning Charging Cable,2,14.95,01/18/19 14:54,"154 Lake St, San Francisco, CA 94016"
3855,144887,AAA Batteries (4-pack),1,2.99,01/05/19 08:09,"115 12th St, Los Angeles, CA 90001"
3856,144888,USB-C Charging Cable,1,11.95,01/14/19 22:49,"485 Lincoln St, Dallas, TX 75001"
3857,144889,AA Batteries (4-pack),4,3.84,01/14/19 18:19,"919 Highland St, Boston, MA 02215"
3858,144890,27in FHD Monitor,1,149.99,01/07/19 21:03,"102 Cedar St, San Francisco, CA 94016"
3859,144891,Bose SoundSport Headphones,1,99.99,01/07/19 14:11,"779 8th St, Seattle, WA 98101"
3860,144892,AAA Batteries (4-pack),3,2.99,01/07/19 00:01,"157 Willow St, New York City, NY 10001"
3861,144893,Bose SoundSport Headphones,1,99.99,01/21/19 14:20,"463 Chestnut St, San Francisco, CA 94016"
3862,144894,Wired Headphones,1,11.99,01/27/19 11:12,"419 1st St, Dallas, TX 75001"
3863,144895,Macbook Pro Laptop,1,1700,01/11/19 17:35,"412 Madison St, Seattle, WA 98101"
3864,144896,Lightning Charging Cable,1,14.95,01/22/19 22:48,"483 Jefferson St, San Francisco, CA 94016"
3865,144897,AAA Batteries (4-pack),1,2.99,01/12/19 03:01,"765 13th St, Atlanta, GA 30301"
3866,144898,27in 4K Gaming Monitor,1,389.99,01/18/19 08:36,"82 Church St, Boston, MA 02215"
3867,144899,Wired Headphones,1,11.99,01/11/19 17:54,"370 Lincoln St, Dallas, TX 75001"
3868,144900,AA Batteries (4-pack),1,3.84,01/03/19 05:12,"287 Maple St, New York City, NY 10001"
3869,144900,27in 4K Gaming Monitor,1,389.99,01/03/19 05:12,"287 Maple St, New York City, NY 10001"
3870,144901,Flatscreen TV,1,300,01/20/19 21:22,"531 Lincoln St, San Francisco, CA 94016"
3871,144902,27in 4K Gaming Monitor,1,389.99,01/01/19 10:23,"169 Ridge St, Seattle, WA 98101"
3872,144903,AAA Batteries (4-pack),2,2.99,01/17/19 08:29,"366 13th St, New York City, NY 10001"
3873,144904,Apple Airpods Headphones,1,150,01/30/19 23:58,"859 11th St, Seattle, WA 98101"
3874,144905,Google Phone,1,600,01/20/19 23:43,"363 Walnut St, San Francisco, CA 94016"
3875,144906,Apple Airpods Headphones,1,150,01/31/19 11:44,"512 Ridge St, Dallas, TX 75001"
3876,144907,USB-C Charging Cable,2,11.95,01/15/19 13:10,"675 6th St, Atlanta, GA 30301"
3877,144908,Lightning Charging Cable,1,14.95,01/17/19 15:25,"17 West St, New York City, NY 10001"
3878,144909,USB-C Charging Cable,1,11.95,01/06/19 10:32,"442 2nd St, Los Angeles, CA 90001"
3879,144910,AAA Batteries (4-pack),2,2.99,01/12/19 19:28,"580 14th St, New York City, NY 10001"
3880,144911,USB-C Charging Cable,1,11.95,01/29/19 19:41,"767 Washington St, San Francisco, CA 94016"
3881,144912,27in 4K Gaming Monitor,1,389.99,01/11/19 23:28,"959 Walnut St, New York City, NY 10001"
3882,144913,Google Phone,1,600,01/13/19 20:14,"3 Adams St, San Francisco, CA 94016"
3883,144914,AAA Batteries (4-pack),5,2.99,01/31/19 15:03,"791 Ridge St, San Francisco, CA 94016"
3884,144915,Lightning Charging Cable,1,14.95,01/29/19 20:22,"547 Wilson St, Boston, MA 02215"
3885,144916,USB-C Charging Cable,2,11.95,01/11/19 20:37,"369 Ridge St, Atlanta, GA 30301"
3886,144917,Wired Headphones,1,11.99,01/11/19 15:14,"74 Chestnut St, Atlanta, GA 30301"
3887,144918,USB-C Charging Cable,1,11.95,01/17/19 01:25,"64 Elm St, San Francisco, CA 94016"
3888,144919,Bose SoundSport Headphones,1,99.99,01/12/19 21:02,"128 Hickory St, Atlanta, GA 30301"
3889,144920,27in FHD Monitor,1,149.99,01/04/19 19:53,"344 Pine St, Los Angeles, CA 90001"
3890,144921,Lightning Charging Cable,1,14.95,01/28/19 11:53,"961 7th St, Seattle, WA 98101"
3891,144922,AA Batteries (4-pack),1,3.84,01/16/19 21:14,"348 Highland St, Seattle, WA 98101"
3892,144923,Wired Headphones,1,11.99,01/10/19 21:38,"20 Johnson St, Dallas, TX 75001"
3893,144924,Apple Airpods Headphones,1,150,01/19/19 21:05,"942 Sunset St, San Francisco, CA 94016"
3894,144925,Bose SoundSport Headphones,1,99.99,01/27/19 15:14,"52 Sunset St, Boston, MA 02215"
3895,144926,AAA Batteries (4-pack),1,2.99,01/28/19 10:16,"49 Hickory St, Los Angeles, CA 90001"
3896,144927,Lightning Charging Cable,1,14.95,01/15/19 10:06,"651 Maple St, San Francisco, CA 94016"
3897,144928,USB-C Charging Cable,1,11.95,01/28/19 19:05,"817 Jefferson St, New York City, NY 10001"
3898,144929,Bose SoundSport Headphones,1,99.99,01/17/19 13:51,"221 Hickory St, Seattle, WA 98101"
3899,144930,iPhone,1,700,01/06/19 14:46,"176 Walnut St, San Francisco, CA 94016"
3900,144930,Wired Headphones,2,11.99,01/06/19 14:46,"176 Walnut St, San Francisco, CA 94016"
3901,144931,27in FHD Monitor,1,149.99,01/24/19 19:51,"568 12th St, Los Angeles, CA 90001"
3902,144932,AA Batteries (4-pack),3,3.84,01/20/19 20:49,"863 River St, New York City, NY 10001"
3903,144933,Vareebadd Phone,1,400,01/15/19 09:44,"275 1st St, San Francisco, CA 94016"
3904,144934,USB-C Charging Cable,1,11.95,01/06/19 00:48,"540 Elm St, Los Angeles, CA 90001"
3905,144935,34in Ultrawide Monitor,1,379.99,01/25/19 22:27,"217 Adams St, San Francisco, CA 94016"
3906,144936,Lightning Charging Cable,2,14.95,01/12/19 12:39,"347 Lakeview St, Boston, MA 02215"
3907,144937,Lightning Charging Cable,1,14.95,01/28/19 05:09,"272 Lincoln St, San Francisco, CA 94016"
3908,144938,Wired Headphones,1,11.99,01/16/19 17:46,"905 Jefferson St, San Francisco, CA 94016"
3909,144939,AAA Batteries (4-pack),1,2.99,01/28/19 17:00,"274 Forest St, San Francisco, CA 94016"
3910,144940,AA Batteries (4-pack),1,3.84,01/19/19 07:10,"652 Forest St, New York City, NY 10001"
3911,144941,Flatscreen TV,1,300,01/09/19 20:43,"639 7th St, New York City, NY 10001"
3912,144942,Vareebadd Phone,1,400,01/24/19 15:52,"225 River St, Boston, MA 02215"
3913,144942,Bose SoundSport Headphones,1,99.99,01/24/19 15:52,"225 River St, Boston, MA 02215"
3914,144943,Wired Headphones,1,11.99,01/18/19 20:38,"575 Washington St, Boston, MA 02215"
3915,144944,Wired Headphones,1,11.99,01/25/19 01:10,"826 Elm St, San Francisco, CA 94016"
3916,144945,Wired Headphones,1,11.99,01/10/19 13:14,"430 Hill St, San Francisco, CA 94016"
3917,144946,ThinkPad Laptop,1,999.99,01/25/19 12:17,"335 Spruce St, San Francisco, CA 94016"
3918,144947,AAA Batteries (4-pack),1,2.99,01/12/19 12:57,"165 Adams St, Los Angeles, CA 90001"
3919,144948,AAA Batteries (4-pack),1,2.99,01/27/19 08:07,"45 Willow St, Los Angeles, CA 90001"
3920,144949,USB-C Charging Cable,1,11.95,01/30/19 19:27,"620 Washington St, Los Angeles, CA 90001"
3921,144950,AAA Batteries (4-pack),1,2.99,01/15/19 17:16,"854 Adams St, New York City, NY 10001"
3922,144951,AA Batteries (4-pack),1,3.84,01/11/19 16:16,"476 South St, San Francisco, CA 94016"
3923,144952,Bose SoundSport Headphones,1,99.99,01/12/19 18:18,"57 13th St, New York City, NY 10001"
3924,144953,Apple Airpods Headphones,1,150,01/17/19 17:39,"403 Wilson St, Dallas, TX 75001"
3925,144954,34in Ultrawide Monitor,1,379.99,01/03/19 08:11,"977 2nd St, San Francisco, CA 94016"
3926,144955,iPhone,1,700,01/23/19 21:17,"570 Pine St, Los Angeles, CA 90001"
3927,144956,Lightning Charging Cable,1,14.95,01/04/19 23:13,"20 Walnut St, Portland, OR 97035"
3928,144957,LG Washing Machine,1,600.0,01/04/19 22:50,"144 Church St, San Francisco, CA 94016"
3929,144958,Lightning Charging Cable,1,14.95,01/13/19 06:43,"857 Wilson St, Boston, MA 02215"
3930,144959,27in FHD Monitor,1,149.99,01/06/19 20:33,"601 Sunset St, Boston, MA 02215"
3931,144960,USB-C Charging Cable,1,11.95,01/08/19 06:16,"461 5th St, San Francisco, CA 94016"
3932,144961,AAA Batteries (4-pack),2,2.99,01/23/19 17:15,"155 Lake St, Boston, MA 02215"
3933,144962,AA Batteries (4-pack),1,3.84,01/31/19 10:51,"540 14th St, San Francisco, CA 94016"
3934,144963,Apple Airpods Headphones,1,150,01/17/19 17:18,"294 Lincoln St, San Francisco, CA 94016"
3935,144964,AA Batteries (4-pack),1,3.84,01/02/19 22:25,"563 Church St, Seattle, WA 98101"
3936,144965,AAA Batteries (4-pack),1,2.99,01/12/19 11:00,"840 Lake St, New York City, NY 10001"
3937,144966,Bose SoundSport Headphones,1,99.99,01/06/19 08:35,"681 Center St, Portland, OR 97035"
3938,144967,Macbook Pro Laptop,1,1700,01/08/19 21:10,"353 12th St, Portland, OR 97035"
3939,144968,Apple Airpods Headphones,1,150,01/11/19 21:51,"523 Hill St, New York City, NY 10001"
3940,144969,Wired Headphones,1,11.99,01/31/19 23:24,"432 Church St, Portland, OR 97035"
3941,144970,Bose SoundSport Headphones,1,99.99,01/22/19 09:31,"478 12th St, Atlanta, GA 30301"
3942,144971,27in FHD Monitor,1,149.99,01/02/19 20:15,"411 7th St, Seattle, WA 98101"
3943,144972,USB-C Charging Cable,1,11.95,01/05/19 19:28,"233 Chestnut St, Los Angeles, CA 90001"
3944,144973,Wired Headphones,2,11.99,01/03/19 23:19,"205 Cedar St, Boston, MA 02215"
3945,144974,Bose SoundSport Headphones,1,99.99,01/17/19 20:11,"635 Jackson St, Seattle, WA 98101"
3946,144975,AAA Batteries (4-pack),1,2.99,01/06/19 12:33,"87 Hickory St, Austin, TX 73301"
3947,144976,AAA Batteries (4-pack),1,2.99,01/08/19 15:20,"444 Hill St, San Francisco, CA 94016"
3948,144977,USB-C Charging Cable,1,11.95,01/24/19 09:05,"504 Wilson St, San Francisco, CA 94016"
3949,144978,USB-C Charging Cable,1,11.95,01/03/19 04:57,"319 12th St, Portland, OR 97035"
3950,144979,AAA Batteries (4-pack),1,2.99,01/14/19 13:06,"43 Maple St, Austin, TX 73301"
3951,144980,Lightning Charging Cable,2,14.95,01/25/19 10:17,"533 Wilson St, Austin, TX 73301"
3952,144981,Flatscreen TV,1,300,01/02/19 14:20,"415 Main St, Los Angeles, CA 90001"
3953,144982,Apple Airpods Headphones,1,150,01/11/19 08:52,"645 Pine St, Portland, OR 97035"
3954,144983,Wired Headphones,1,11.99,01/15/19 00:53,"38 2nd St, Los Angeles, CA 90001"
3955,144984,USB-C Charging Cable,1,11.95,01/28/19 12:52,"421 Willow St, San Francisco, CA 94016"
3956,144985,Apple Airpods Headphones,1,150,01/27/19 18:45,"450 Ridge St, San Francisco, CA 94016"
3957,144986,Apple Airpods Headphones,1,150,01/28/19 14:17,"956 Meadow St, Boston, MA 02215"
3958,144987,AA Batteries (4-pack),1,3.84,01/07/19 14:52,"472 Jefferson St, Boston, MA 02215"
3959,144988,Wired Headphones,1,11.99,01/14/19 19:13,"469 West St, Boston, MA 02215"
3960,144989,AAA Batteries (4-pack),1,2.99,01/31/19 23:29,"32 9th St, New York City, NY 10001"
3961,144990,34in Ultrawide Monitor,1,379.99,01/18/19 16:50,"782 Forest St, Los Angeles, CA 90001"
3962,144991,AAA Batteries (4-pack),2,2.99,01/28/19 05:46,"386 Center St, Dallas, TX 75001"
3963,144992,USB-C Charging Cable,1,11.95,01/21/19 19:37,"584 1st St, San Francisco, CA 94016"
3964,144993,AAA Batteries (4-pack),1,2.99,01/20/19 14:31,"470 Wilson St, Seattle, WA 98101"
3965,144994,ThinkPad Laptop,1,999.99,01/01/19 08:13,"903 Willow St, Los Angeles, CA 90001"
3966,144995,34in Ultrawide Monitor,1,379.99,01/12/19 15:32,"314 Lincoln St, Atlanta, GA 30301"
3967,144996,Wired Headphones,1,11.99,01/05/19 20:44,"222 13th St, Los Angeles, CA 90001"
3968,144997,Wired Headphones,1,11.99,01/13/19 12:32,"595 Pine St, San Francisco, CA 94016"
3969,144998,ThinkPad Laptop,1,999.99,01/30/19 13:20,"527 Jackson St, Boston, MA 02215"
3970,144999,Google Phone,1,600,01/18/19 19:11,"492 Ridge St, San Francisco, CA 94016"
3971,145000,AA Batteries (4-pack),2,3.84,01/22/19 14:53,"855 Highland St, San Francisco, CA 94016"
3972,145001,AAA Batteries (4-pack),1,2.99,01/22/19 10:46,"871 Lakeview St, Atlanta, GA 30301"
3973,145002,Lightning Charging Cable,1,14.95,01/11/19 18:28,"214 Lincoln St, San Francisco, CA 94016"
3974,145003,USB-C Charging Cable,1,11.95,01/29/19 23:44,"814 Hickory St, Boston, MA 02215"
3975,145004,Bose SoundSport Headphones,1,99.99,01/07/19 13:06,"309 Willow St, Dallas, TX 75001"
3976,145005,USB-C Charging Cable,2,11.95,01/12/19 02:52,"890 Center St, San Francisco, CA 94016"
3977,145006,AA Batteries (4-pack),1,3.84,01/03/19 07:38,"607 Park St, San Francisco, CA 94016"
3978,145007,AA Batteries (4-pack),1,3.84,01/12/19 10:25,"321 8th St, New York City, NY 10001"
3979,145008,AAA Batteries (4-pack),1,2.99,01/31/19 06:57,"126 Park St, New York City, NY 10001"
3980,145009,AA Batteries (4-pack),1,3.84,01/21/19 20:49,"354 13th St, Boston, MA 02215"
3981,145010,Wired Headphones,1,11.99,01/11/19 13:44,"697 4th St, New York City, NY 10001"
3982,145011,Bose SoundSport Headphones,1,99.99,01/22/19 10:06,"122 4th St, Boston, MA 02215"
3983,145012,Macbook Pro Laptop,1,1700,01/25/19 23:42,"204 River St, Boston, MA 02215"
3984,145013,Apple Airpods Headphones,1,150,01/12/19 19:15,"32 6th St, Austin, TX 73301"
3985,145014,AAA Batteries (4-pack),2,2.99,01/01/19 13:18,"131 7th St, Atlanta, GA 30301"
3986,145015,USB-C Charging Cable,1,11.95,01/14/19 13:10,"678 Wilson St, Dallas, TX 75001"
3987,145016,iPhone,1,700,01/03/19 16:10,"789 Lincoln St, Los Angeles, CA 90001"
3988,145017,Google Phone,1,600,01/18/19 06:02,"299 Lake St, New York City, NY 10001"
3989,145018,AAA Batteries (4-pack),1,2.99,01/13/19 17:10,"676 South St, New York City, NY 10001"
3990,145019,Google Phone,1,600,01/21/19 09:08,"985 10th St, San Francisco, CA 94016"
3991,145019,USB-C Charging Cable,1,11.95,01/21/19 09:08,"985 10th St, San Francisco, CA 94016"
3992,145019,Wired Headphones,1,11.99,01/21/19 09:08,"985 10th St, San Francisco, CA 94016"
3993,145020,AA Batteries (4-pack),3,3.84,01/26/19 22:02,"418 11th St, Austin, TX 73301"
3994,145021,27in FHD Monitor,1,149.99,01/26/19 14:56,"791 Lincoln St, New York City, NY 10001"
3995,145022,ThinkPad Laptop,1,999.99,01/01/19 21:11,"464 Lincoln St, Seattle, WA 98101"
3996,145023,Google Phone,1,600,01/28/19 15:38,"181 Adams St, Portland, OR 97035"
3997,145024,Wired Headphones,1,11.99,01/28/19 17:10,"496 Sunset St, Atlanta, GA 30301"
3998,145025,AAA Batteries (4-pack),1,2.99,01/19/19 16:35,"842 South St, Seattle, WA 98101"
3999,145026,20in Monitor,1,109.99,01/26/19 06:44,"464 13th St, New York City, NY 10001"
4000,145026,Wired Headphones,1,11.99,01/26/19 06:44,"464 13th St, New York City, NY 10001"
4001,145027,Wired Headphones,1,11.99,01/15/19 22:00,"919 Elm St, New York City, NY 10001"
4002,145028,Apple Airpods Headphones,1,150,01/17/19 23:09,"530 Church St, New York City, NY 10001"
4003,145029,20in Monitor,1,109.99,01/09/19 15:51,"108 Spruce St, Seattle, WA 98101"
4004,145030,Wired Headphones,2,11.99,01/02/19 18:24,"151 Cherry St, New York City, NY 10001"
4005,145031,Flatscreen TV,1,300,01/02/19 09:40,"156 5th St, Los Angeles, CA 90001"
4006,145032,USB-C Charging Cable,1,11.95,01/22/19 15:38,"515 Lincoln St, New York City, NY 10001"
4007,145033,USB-C Charging Cable,1,11.95,01/02/19 22:12,"599 Adams St, Los Angeles, CA 90001"
4008,145034,27in FHD Monitor,1,149.99,01/29/19 10:30,"42 River St, Atlanta, GA 30301"
4009,145035,Apple Airpods Headphones,1,150,01/17/19 12:00,"362 6th St, Los Angeles, CA 90001"
4010,145036,AAA Batteries (4-pack),3,2.99,01/04/19 15:24,"565 Cedar St, Boston, MA 02215"
4011,145037,Macbook Pro Laptop,1,1700,01/02/19 18:15,"177 4th St, New York City, NY 10001"
4012,145038,USB-C Charging Cable,1,11.95,01/19/19 00:52,"357 13th St, Boston, MA 02215"
4013,145039,Google Phone,1,600,01/02/19 20:33,"86 Hill St, Seattle, WA 98101"
4014,145040,27in FHD Monitor,1,149.99,01/11/19 20:25,"849 West St, Portland, OR 97035"
4015,145041,iPhone,1,700,01/13/19 20:05,"250 West St, San Francisco, CA 94016"
4016,145041,Lightning Charging Cable,1,14.95,01/13/19 20:05,"250 West St, San Francisco, CA 94016"
4017,145042,Apple Airpods Headphones,1,150,01/31/19 20:13,"644 North St, Portland, OR 97035"
4018,145043,Bose SoundSport Headphones,1,99.99,01/03/19 09:49,"66 Ridge St, Los Angeles, CA 90001"
4019,145044,Lightning Charging Cable,1,14.95,01/03/19 18:59,"71 Wilson St, San Francisco, CA 94016"
4020,145045,Wired Headphones,1,11.99,01/05/19 15:06,"645 Center St, New York City, NY 10001"
4021,145046,Lightning Charging Cable,1,14.95,01/14/19 10:02,"609 Johnson St, Austin, TX 73301"
4022,145047,Lightning Charging Cable,1,14.95,01/02/19 19:49,"823 Ridge St, Austin, TX 73301"
4023,145048,Flatscreen TV,1,300,01/15/19 02:40,"584 14th St, Portland, OR 97035"
4024,145049,AA Batteries (4-pack),2,3.84,01/10/19 15:53,"95 9th St, New York City, NY 10001"
4025,145050,Bose SoundSport Headphones,1,99.99,01/28/19 18:59,"602 Lake St, Atlanta, GA 30301"
4026,145051,27in FHD Monitor,1,149.99,01/23/19 14:36,"68 Wilson St, Dallas, TX 75001"
4027,145052,USB-C Charging Cable,1,11.95,01/14/19 21:19,"4 Elm St, Dallas, TX 75001"
4028,145053,Bose SoundSport Headphones,1,99.99,01/05/19 19:17,"961 Lakeview St, San Francisco, CA 94016"
4029,145054,AAA Batteries (4-pack),2,2.99,01/12/19 15:29,"59 Lincoln St, San Francisco, CA 94016"
4030,145055,Wired Headphones,1,11.99,01/07/19 13:42,"507 5th St, Seattle, WA 98101"
4031,145056,27in 4K Gaming Monitor,1,389.99,01/31/19 16:55,"308 Madison St, Austin, TX 73301"
4032,145057,Bose SoundSport Headphones,1,99.99,01/17/19 00:07,"789 Walnut St, San Francisco, CA 94016"
4033,145058,Wired Headphones,2,11.99,01/30/19 22:08,"33 Johnson St, Austin, TX 73301"
4034,145059,iPhone,1,700,01/24/19 18:44,"63 Chestnut St, San Francisco, CA 94016"
4035,145059,Lightning Charging Cable,1,14.95,01/24/19 18:44,"63 Chestnut St, San Francisco, CA 94016"
4036,145059,Wired Headphones,1,11.99,01/24/19 18:44,"63 Chestnut St, San Francisco, CA 94016"
4037,145060,Bose SoundSport Headphones,1,99.99,01/30/19 22:44,"145 North St, Los Angeles, CA 90001"
4038,145061,Wired Headphones,2,11.99,01/09/19 20:18,"213 9th St, Boston, MA 02215"
4039,145062,AA Batteries (4-pack),2,3.84,01/30/19 13:48,"787 Pine St, San Francisco, CA 94016"
4040,145063,AA Batteries (4-pack),2,3.84,01/19/19 14:24,"348 Lincoln St, San Francisco, CA 94016"
4041,145064,Lightning Charging Cable,1,14.95,01/07/19 07:18,"648 11th St, Seattle, WA 98101"
4042,145065,Lightning Charging Cable,1,14.95,01/14/19 21:26,"160 Dogwood St, San Francisco, CA 94016"
4043,145066,Bose SoundSport Headphones,1,99.99,01/25/19 20:13,"86 Main St, Dallas, TX 75001"
4044,145067,Macbook Pro Laptop,1,1700,01/29/19 21:04,"863 Meadow St, Dallas, TX 75001"
4045,145068,27in FHD Monitor,1,149.99,01/13/19 03:05,"723 8th St, San Francisco, CA 94016"
4046,145069,20in Monitor,1,109.99,01/04/19 22:46,"720 River St, Boston, MA 02215"
4047,145070,USB-C Charging Cable,1,11.95,01/10/19 23:09,"562 Park St, New York City, NY 10001"
4048,145071,USB-C Charging Cable,1,11.95,01/08/19 23:50,"962 14th St, Seattle, WA 98101"
4049,145071,AA Batteries (4-pack),1,3.84,01/08/19 23:50,"962 14th St, Seattle, WA 98101"
4050,145072,AAA Batteries (4-pack),1,2.99,01/30/19 22:55,"801 South St, Dallas, TX 75001"
4051,145073,Apple Airpods Headphones,1,150,01/09/19 19:35,"37 Elm St, San Francisco, CA 94016"
4052,145074,USB-C Charging Cable,1,11.95,01/17/19 19:24,"829 Hickory St, San Francisco, CA 94016"
4053,145075,iPhone,1,700,01/28/19 05:52,"65 4th St, Seattle, WA 98101"
4054,145076,USB-C Charging Cable,1,11.95,01/26/19 23:26,"715 Washington St, Dallas, TX 75001"
4055,145077,Wired Headphones,1,11.99,01/12/19 23:03,"896 Church St, Boston, MA 02215"
4056,145078,AA Batteries (4-pack),2,3.84,01/14/19 06:29,"579 Highland St, Austin, TX 73301"
4057,145079,AA Batteries (4-pack),2,3.84,01/17/19 19:28,"648 Washington St, Dallas, TX 75001"
4058,145080,AA Batteries (4-pack),1,3.84,01/28/19 11:39,"345 9th St, New York City, NY 10001"
4059,145081,AA Batteries (4-pack),1,3.84,01/21/19 20:30,"514 7th St, Los Angeles, CA 90001"
4060,145082,AAA Batteries (4-pack),3,2.99,01/01/19 08:48,"133 West St, San Francisco, CA 94016"
4061,145083,34in Ultrawide Monitor,1,379.99,01/02/19 21:50,"410 Hill St, Portland, OR 97035"
4062,145084,Bose SoundSport Headphones,1,99.99,01/03/19 16:49,"227 1st St, Atlanta, GA 30301"
4063,145085,iPhone,1,700,01/16/19 10:27,"16 Johnson St, Atlanta, GA 30301"
4064,145086,Macbook Pro Laptop,1,1700,01/15/19 11:20,"828 Wilson St, Portland, ME 04101"
4065,145087,Wired Headphones,1,11.99,01/02/19 11:33,"463 Hill St, Atlanta, GA 30301"
4066,145088,34in Ultrawide Monitor,1,379.99,01/20/19 08:03,"21 Ridge St, San Francisco, CA 94016"
4067,145089,AA Batteries (4-pack),1,3.84,01/15/19 17:06,"468 Elm St, New York City, NY 10001"
4068,145090,AAA Batteries (4-pack),2,2.99,01/04/19 20:46,"362 12th St, San Francisco, CA 94016"
4069,145091,ThinkPad Laptop,1,999.99,01/10/19 07:43,"175 Lake St, San Francisco, CA 94016"
4070,145092,Google Phone,1,600,01/15/19 18:14,"282 2nd St, New York City, NY 10001"
4071,145093,Wired Headphones,1,11.99,01/29/19 20:27,"41 West St, Seattle, WA 98101"
4072,145094,27in FHD Monitor,1,149.99,01/30/19 16:59,"307 Chestnut St, San Francisco, CA 94016"
4073,145095,USB-C Charging Cable,1,11.95,01/30/19 07:21,"674 Park St, New York City, NY 10001"
4074,145096,USB-C Charging Cable,1,11.95,01/05/19 08:11,"131 14th St, San Francisco, CA 94016"
4075,145097,Lightning Charging Cable,1,14.95,01/28/19 06:32,"911 6th St, Dallas, TX 75001"
